"character_chosen","neow_bonus","neow_cost","ascension_level","winAct3","winHeart","abandon","N"
"Watcher","One Random Rare Card","None",7,155,21,84,1084
"Watcher","One Random Rare Card","None",8,180,26,55,959
"Watcher","One Random Rare Card","None",9,139,15,53,874
"Watcher","One Random Rare Card","None",10,139,25,72,984
"Watcher","One Random Rare Card","None",11,132,23,59,859
"Watcher","One Random Rare Card","None",12,101,15,66,793
"Watcher","One Random Rare Card","None",13,90,15,54,721
"Watcher","One Random Rare Card","None",14,77,10,55,667
"Watcher","One Random Rare Card","None",15,84,12,69,701
"Watcher","One Random Rare Card","None",16,70,8,55,575
"Watcher","One Random Rare Card","None",17,63,8,76,667
"Watcher","One Random Rare Card","None",18,50,5,60,666
"Watcher","One Random Rare Card","None",19,70,12,76,697
"Watcher","One Random Rare Card","None",20,174,74,277,2213
"Watcher","One Rare Relic","Curse",1,318,75,90,1727
"Watcher","One Rare Relic","Curse",2,151,24,45,971
"Watcher","One Rare Relic","Curse",3,116,20,28,730
"Watcher","One Rare Relic","Curse",4,90,11,26,612
"Watcher","One Rare Relic","Curse",5,79,15,18,456
"Watcher","One Rare Relic","Curse",6,69,8,24,387
"Watcher","One Rare Relic","Curse",7,47,12,21,314
"Watcher","One Rare Relic","Curse",8,38,4,14,266
"Watcher","One Rare Relic","Curse",9,49,5,24,282
"Watcher","One Rare Relic","Curse",10,37,8,26,307
"Watcher","One Rare Relic","Curse",11,37,4,14,234
"Watcher","One Rare Relic","Curse",12,27,5,16,180
"Watcher","One Rare Relic","Curse",13,29,5,20,204
"Watcher","One Rare Relic","Curse",14,26,3,20,195
"Watcher","One Rare Relic","Curse",15,20,3,16,186
"Watcher","One Rare Relic","Curse",16,20,3,11,145
"Watcher","One Rare Relic","Curse",17,19,3,17,189
"Watcher","One Rare Relic","Curse",18,14,3,23,179
"Watcher","One Rare Relic","Curse",19,20,0,27,211
"Watcher","One Rare Relic","Curse",20,39,18,77,560
"Watcher","One Rare Relic","No Gold",1,457,108,95,2141
"Watcher","One Rare Relic","No Gold",2,223,46,42,1165
"Watcher","One Rare Relic","No Gold",3,141,35,39,880
"Watcher","One Rare Relic","No Gold",4,152,29,35,804
"Watcher","One Rare Relic","No Gold",5,104,23,24,573
"Watcher","One Rare Relic","No Gold",6,95,25,33,456
"Watcher","One Rare Relic","No Gold",7,83,17,21,411
"Watcher","One Rare Relic","No Gold",8,77,8,12,346
"Watcher","One Rare Relic","No Gold",9,68,6,17,302
"Watcher","One Rare Relic","No Gold",10,77,20,21,342
"Watcher","One Rare Relic","No Gold",11,61,13,11,324
"Watcher","One Rare Relic","No Gold",12,60,14,18,291
"Watcher","One Rare Relic","No Gold",13,47,10,17,263
"Watcher","One Rare Relic","No Gold",14,41,5,23,254
"Watcher","One Rare Relic","No Gold",15,47,5,20,285
"Watcher","One Rare Relic","No Gold",16,40,4,11,205
"Watcher","One Rare Relic","No Gold",17,38,4,19,250
"Watcher","One Rare Relic","No Gold",18,35,3,18,285
"Watcher","One Rare Relic","No Gold",19,26,1,26,264
"Watcher","One Rare Relic","No Gold",20,85,40,67,895
"Watcher","One Rare Relic","Percent Damage",1,343,71,73,1757
"Watcher","One Rare Relic","Percent Damage",2,174,34,41,966
"Watcher","One Rare Relic","Percent Damage",3,130,29,42,756
"Watcher","One Rare Relic","Percent Damage",4,105,24,26,652
"Watcher","One Rare Relic","Percent Damage",5,82,13,22,457
"Watcher","One Rare Relic","Percent Damage",6,75,19,16,380
"Watcher","One Rare Relic","Percent Damage",7,64,10,20,353
"Watcher","One Rare Relic","Percent Damage",8,60,13,19,295
"Watcher","One Rare Relic","Percent Damage",9,61,9,24,282
"Watcher","One Rare Relic","Percent Damage",10,53,14,13,273
"Watcher","One Rare Relic","Percent Damage",11,39,7,16,241
"Watcher","One Rare Relic","Percent Damage",12,29,8,18,218
"Watcher","One Rare Relic","Percent Damage",13,37,8,14,204
"Watcher","One Rare Relic","Percent Damage",14,29,5,11,187
"Watcher","One Rare Relic","Percent Damage",15,34,7,17,208
"Watcher","One Rare Relic","Percent Damage",16,25,3,13,166
"Watcher","One Rare Relic","Percent Damage",17,19,3,23,185
"Watcher","One Rare Relic","Percent Damage",18,20,2,17,211
"Watcher","One Rare Relic","Percent Damage",19,22,2,18,213
"Watcher","One Rare Relic","Percent Damage",20,73,39,69,732
"Watcher","One Rare Relic","Ten Percent Hp Loss",1,311,85,107,1725
"Watcher","One Rare Relic","Ten Percent Hp Loss",2,192,35,45,999
"Watcher","One Rare Relic","Ten Percent Hp Loss",3,133,26,34,731
"Watcher","One Rare Relic","Ten Percent Hp Loss",4,98,13,35,634
"Watcher","One Rare Relic","Ten Percent Hp Loss",5,84,19,24,492
"Watcher","One Rare Relic","Ten Percent Hp Loss",6,83,10,14,409
"Watcher","One Rare Relic","Ten Percent Hp Loss",7,68,15,24,364
"Watcher","One Rare Relic","Ten Percent Hp Loss",8,59,10,20,302
"Watcher","One Rare Relic","Ten Percent Hp Loss",9,66,17,16,294
"Watcher","One Rare Relic","Ten Percent Hp Loss",10,54,9,24,294
"Watcher","One Rare Relic","Ten Percent Hp Loss",11,49,5,20,269
"Watcher","One Rare Relic","Ten Percent Hp Loss",12,41,6,21,248
"Watcher","One Rare Relic","Ten Percent Hp Loss",13,52,9,14,235
"Watcher","One Rare Relic","Ten Percent Hp Loss",14,33,5,13,226
"Watcher","One Rare Relic","Ten Percent Hp Loss",15,45,4,15,215
"Watcher","One Rare Relic","Ten Percent Hp Loss",16,35,5,21,182
"Watcher","One Rare Relic","Ten Percent Hp Loss",17,33,4,18,229
"Watcher","One Rare Relic","Ten Percent Hp Loss",18,25,4,25,223
"Watcher","One Rare Relic","Ten Percent Hp Loss",19,22,2,32,260
"Watcher","One Rare Relic","Ten Percent Hp Loss",20,85,34,62,787
"Watcher","Random Colorless","None",1,486,74,182,3216
"Watcher","Random Colorless","None",2,194,31,100,1684
"Watcher","Random Colorless","None",3,157,22,59,1159
"Watcher","Random Colorless","None",4,119,11,69,953
"Watcher","Random Colorless","None",5,95,17,44,645
"Watcher","Random Colorless","None",6,63,8,30,514
"Watcher","Random Colorless","None",7,83,6,30,482
"Watcher","Random Colorless","None",8,40,5,28,366
"Watcher","Random Colorless","None",9,48,3,18,346
"Watcher","Random Colorless","None",10,44,5,27,335
"Watcher","Random Colorless","None",11,37,6,29,294
"Watcher","Random Colorless","None",12,30,3,24,295
"Watcher","Random Colorless","None",13,30,3,19,247
"Watcher","Random Colorless","None",14,19,2,22,221
"Watcher","Random Colorless","None",15,25,1,27,234
"Watcher","Random Colorless","None",16,21,2,20,217
"Watcher","Random Colorless","None",17,15,0,29,248
"Watcher","Random Colorless","None",18,16,0,28,245
"Watcher","Random Colorless","None",19,17,1,21,251
"Watcher","Random Colorless","None",20,48,17,98,676
"Watcher","Random Colorless 2","Curse",1,108,23,58,751
"Watcher","Random Colorless 2","Curse",2,55,10,28,440
"Watcher","Random Colorless 2","Curse",3,42,8,18,323
"Watcher","Random Colorless 2","Curse",4,30,4,19,258
"Watcher","Random Colorless 2","Curse",5,40,6,17,214
"Watcher","Random Colorless 2","Curse",6,17,4,11,159
"Watcher","Random Colorless 2","Curse",7,22,4,19,157
"Watcher","Random Colorless 2","Curse",8,26,2,7,130
"Watcher","Random Colorless 2","Curse",9,18,3,17,126
"Watcher","Random Colorless 2","Curse",10,13,2,6,116
"Watcher","Random Colorless 2","Curse",11,7,1,5,104
"Watcher","Random Colorless 2","Curse",12,16,1,7,93
"Watcher","Random Colorless 2","Curse",13,9,0,10,85
"Watcher","Random Colorless 2","Curse",14,12,3,15,90
"Watcher","Random Colorless 2","Curse",15,9,1,17,99
"Watcher","Random Colorless 2","Curse",16,9,2,9,73
"Watcher","Random Colorless 2","Curse",17,13,2,8,106
"Watcher","Random Colorless 2","Curse",18,7,0,11,73
"Watcher","Random Colorless 2","Curse",19,13,1,13,123
"Watcher","Random Colorless 2","Curse",20,13,6,52,328
"Watcher","Random Colorless 2","No Gold",1,174,36,60,973
"Watcher","Random Colorless 2","No Gold",2,87,12,36,575
"Watcher","Random Colorless 2","No Gold",3,80,22,18,410
"Watcher","Random Colorless 2","No Gold",4,75,12,16,391
"Watcher","Random Colorless 2","No Gold",5,46,7,12,311
"Watcher","Random Colorless 2","No Gold",6,41,12,9,237
"Watcher","Random Colorless 2","No Gold",7,42,4,9,234
"Watcher","Random Colorless 2","No Gold",8,35,10,2,160
"Watcher","Random Colorless 2","No Gold",9,27,7,11,159
"Watcher","Random Colorless 2","No Gold",10,30,8,16,197
"Watcher","Random Colorless 2","No Gold",11,25,2,11,174
"Watcher","Random Colorless 2","No Gold",12,30,10,7,147
"Watcher","Random Colorless 2","No Gold",13,26,4,7,141
"Watcher","Random Colorless 2","No Gold",14,18,6,8,137
"Watcher","Random Colorless 2","No Gold",15,20,7,12,146
"Watcher","Random Colorless 2","No Gold",16,22,6,13,150
"Watcher","Random Colorless 2","No Gold",17,15,2,10,130
"Watcher","Random Colorless 2","No Gold",18,16,1,12,140
"Watcher","Random Colorless 2","No Gold",19,14,0,15,160
"Watcher","Random Colorless 2","No Gold",20,58,27,59,529
"Watcher","Random Colorless 2","Percent Damage",1,127,31,46,797
"Watcher","Random Colorless 2","Percent Damage",2,65,8,11,412
"Watcher","Random Colorless 2","Percent Damage",3,50,10,14,348
"Watcher","Random Colorless 2","Percent Damage",4,33,6,17,304
"Watcher","Random Colorless 2","Percent Damage",5,33,5,9,197
"Watcher","Random Colorless 2","Percent Damage",6,31,7,13,178
"Watcher","Random Colorless 2","Percent Damage",7,38,5,9,165
"Watcher","Random Colorless 2","Percent Damage",8,16,3,5,119
"Watcher","Random Colorless 2","Percent Damage",9,20,3,11,130
"Watcher","Random Colorless 2","Percent Damage",10,11,5,10,129
"Watcher","Random Colorless 2","Percent Damage",11,20,3,6,122
"Watcher","Random Colorless 2","Percent Damage",12,12,1,5,108
"Watcher","Random Colorless 2","Percent Damage",13,11,3,8,91
"Watcher","Random Colorless 2","Percent Damage",14,20,8,10,100
"Watcher","Random Colorless 2","Percent Damage",15,13,4,9,124
"Watcher","Random Colorless 2","Percent Damage",16,12,4,8,97
"Watcher","Random Colorless 2","Percent Damage",17,9,2,10,96
"Watcher","Random Colorless 2","Percent Damage",18,7,0,12,91
"Watcher","Random Colorless 2","Percent Damage",19,6,0,19,120
"Watcher","Random Colorless 2","Percent Damage",20,44,26,56,424
"Watcher","Random Colorless 2","Ten Percent Hp Loss",1,147,47,54,789
"Watcher","Random Colorless 2","Ten Percent Hp Loss",2,60,10,20,432
"Watcher","Random Colorless 2","Ten Percent Hp Loss",3,60,9,17,320
"Watcher","Random Colorless 2","Ten Percent Hp Loss",4,50,8,23,282
"Watcher","Random Colorless 2","Ten Percent Hp Loss",5,42,12,11,222
"Watcher","Random Colorless 2","Ten Percent Hp Loss",6,34,5,13,198
"Watcher","Random Colorless 2","Ten Percent Hp Loss",7,34,7,10,156
"Watcher","Random Colorless 2","Ten Percent Hp Loss",8,22,3,12,153
"Watcher","Random Colorless 2","Ten Percent Hp Loss",9,26,8,5,129
"Watcher","Random Colorless 2","Ten Percent Hp Loss",10,23,4,8,123
"Watcher","Random Colorless 2","Ten Percent Hp Loss",11,25,6,7,131
"Watcher","Random Colorless 2","Ten Percent Hp Loss",12,17,1,10,113
"Watcher","Random Colorless 2","Ten Percent Hp Loss",13,21,3,13,114
"Watcher","Random Colorless 2","Ten Percent Hp Loss",14,15,5,11,102
"Watcher","Random Colorless 2","Ten Percent Hp Loss",15,20,5,13,110
"Watcher","Random Colorless 2","Ten Percent Hp Loss",16,15,2,12,103
"Watcher","Random Colorless 2","Ten Percent Hp Loss",17,13,1,12,113
"Watcher","Random Colorless 2","Ten Percent Hp Loss",18,10,3,12,112
"Watcher","Random Colorless 2","Ten Percent Hp Loss",19,8,2,18,128
"Watcher","Random Colorless 2","Ten Percent Hp Loss",20,72,44,63,464
"Watcher","Random Common Relic","None",1,1979,412,279,10412
"Watcher","Random Common Relic","None",2,1011,143,128,5560
"Watcher","Random Common Relic","None",3,666,105,119,3942
"Watcher","Random Common Relic","None",4,601,101,88,3437
"Watcher","Random Common Relic","None",5,464,51,76,2486
"Watcher","Random Common Relic","None",6,396,58,71,1892
"Watcher","Random Common Relic","None",7,323,36,58,1647
"Watcher","Random Common Relic","None",8,275,48,41,1371
"Watcher","Random Common Relic","None",9,251,34,47,1281
"Watcher","Random Common Relic","None",10,238,38,76,1384
"Watcher","Random Common Relic","None",11,190,22,51,1179
"Watcher","Random Common Relic","None",12,163,21,62,1016
"Watcher","Random Common Relic","None",13,162,21,60,964
"Watcher","Random Common Relic","None",14,140,19,45,852
"Watcher","Random Common Relic","None",15,131,29,74,953
"Watcher","Random Common Relic","None",16,139,23,70,829
"Watcher","Random Common Relic","None",17,106,13,68,931
"Watcher","Random Common Relic","None",18,78,8,81,909
"Watcher","Random Common Relic","None",19,79,13,72,922
"Watcher","Random Common Relic","None",20,300,139,242,2887
"Watcher","Remove Card","None",1,461,93,26,2102
"Watcher","Remove Card","None",2,214,34,14,1186
"Watcher","Remove Card","None",3,163,26,9,855
"Watcher","Remove Card","None",4,130,22,15,676
"Watcher","Remove Card","None",5,106,12,9,548
"Watcher","Remove Card","None",6,89,14,6,400
"Watcher","Remove Card","None",7,72,14,4,339
"Watcher","Remove Card","None",8,60,13,6,272
"Watcher","Remove Card","None",9,51,10,3,273
"Watcher","Remove Card","None",10,45,8,4,292
"Watcher","Remove Card","None",11,43,4,2,226
"Watcher","Remove Card","None",12,34,2,3,210
"Watcher","Remove Card","None",13,31,5,7,190
"Watcher","Remove Card","None",14,26,3,5,168
"Watcher","Remove Card","None",15,28,7,5,197
"Watcher","Remove Card","None",16,26,4,0,154
"Watcher","Remove Card","None",17,17,3,8,160
"Watcher","Remove Card","None",18,15,1,4,150
"Watcher","Remove Card","None",19,17,3,6,145
"Watcher","Remove Card","None",20,68,37,20,522
"Watcher","Remove Two","No Gold",1,220,46,6,825
"Watcher","Remove Two","No Gold",2,123,23,3,487
"Watcher","Remove Two","No Gold",3,92,16,1,379
"Watcher","Remove Two","No Gold",4,87,15,1,329
"Watcher","Remove Two","No Gold",5,66,10,1,237
"Watcher","Remove Two","No Gold",6,54,14,1,210
"Watcher","Remove Two","No Gold",7,43,8,2,194
"Watcher","Remove Two","No Gold",8,48,10,0,154
"Watcher","Remove Two","No Gold",9,44,8,2,174
"Watcher","Remove Two","No Gold",10,38,6,3,156
"Watcher","Remove Two","No Gold",11,38,6,2,158
"Watcher","Remove Two","No Gold",12,24,5,0,120
"Watcher","Remove Two","No Gold",13,33,5,2,134
"Watcher","Remove Two","No Gold",14,32,4,0,122
"Watcher","Remove Two","No Gold",15,28,8,2,124
"Watcher","Remove Two","No Gold",16,15,5,0,95
"Watcher","Remove Two","No Gold",17,18,6,1,113
"Watcher","Remove Two","No Gold",18,17,3,3,119
"Watcher","Remove Two","No Gold",19,9,3,2,105
"Watcher","Remove Two","No Gold",20,59,25,4,376
"Watcher","Remove Two","Percent Damage",1,152,33,3,606
"Watcher","Remove Two","Percent Damage",2,82,25,1,390
"Watcher","Remove Two","Percent Damage",3,63,18,2,259
"Watcher","Remove Two","Percent Damage",4,51,14,1,229
"Watcher","Remove Two","Percent Damage",5,36,9,4,198
"Watcher","Remove Two","Percent Damage",6,42,15,4,153
"Watcher","Remove Two","Percent Damage",7,36,8,2,122
"Watcher","Remove Two","Percent Damage",8,33,10,0,106
"Watcher","Remove Two","Percent Damage",9,26,5,0,99
"Watcher","Remove Two","Percent Damage",10,21,7,0,110
"Watcher","Remove Two","Percent Damage",11,20,6,1,102
"Watcher","Remove Two","Percent Damage",12,15,1,1,92
"Watcher","Remove Two","Percent Damage",13,21,8,1,101
"Watcher","Remove Two","Percent Damage",14,15,3,2,67
"Watcher","Remove Two","Percent Damage",15,17,6,1,86
"Watcher","Remove Two","Percent Damage",16,10,3,0,68
"Watcher","Remove Two","Percent Damage",17,8,1,0,66
"Watcher","Remove Two","Percent Damage",18,8,3,3,64
"Watcher","Remove Two","Percent Damage",19,6,1,2,70
"Watcher","Remove Two","Percent Damage",20,25,13,4,266
"Watcher","Remove Two","Ten Percent Hp Loss",1,163,36,6,621
"Watcher","Remove Two","Ten Percent Hp Loss",2,92,23,2,366
"Watcher","Remove Two","Ten Percent Hp Loss",3,59,14,1,251
"Watcher","Remove Two","Ten Percent Hp Loss",4,48,8,2,219
"Watcher","Remove Two","Ten Percent Hp Loss",5,49,13,0,180
"Watcher","Remove Two","Ten Percent Hp Loss",6,39,13,1,155
"Watcher","Remove Two","Ten Percent Hp Loss",7,43,15,0,143
"Watcher","Remove Two","Ten Percent Hp Loss",8,36,4,0,129
"Watcher","Remove Two","Ten Percent Hp Loss",9,34,8,1,117
"Watcher","Remove Two","Ten Percent Hp Loss",10,27,8,0,119
"Watcher","Remove Two","Ten Percent Hp Loss",11,29,5,1,113
"Watcher","Remove Two","Ten Percent Hp Loss",12,21,3,0,86
"Watcher","Remove Two","Ten Percent Hp Loss",13,15,1,2,81
"Watcher","Remove Two","Ten Percent Hp Loss",14,27,6,1,93
"Watcher","Remove Two","Ten Percent Hp Loss",15,28,10,0,106
"Watcher","Remove Two","Ten Percent Hp Loss",16,14,4,3,67
"Watcher","Remove Two","Ten Percent Hp Loss",17,14,3,2,74
"Watcher","Remove Two","Ten Percent Hp Loss",18,22,2,1,91
"Watcher","Remove Two","Ten Percent Hp Loss",19,14,4,0,82
"Watcher","Remove Two","Ten Percent Hp Loss",20,60,32,4,322
"Watcher","Ten Percent Hp Bonus","None",1,2049,404,248,13940
"Watcher","Ten Percent Hp Bonus","None",2,934,164,112,6608
"Watcher","Ten Percent Hp Bonus","None",3,685,121,91,4807
"Watcher","Ten Percent Hp Bonus","None",4,473,59,80,3524
"Watcher","Ten Percent Hp Bonus","None",5,324,46,37,2531
"Watcher","Ten Percent Hp Bonus","None",6,302,62,52,2006
"Watcher","Ten Percent Hp Bonus","None",7,240,38,46,1871
"Watcher","Ten Percent Hp Bonus","None",8,213,42,30,1340
"Watcher","Ten Percent Hp Bonus","None",9,201,38,39,1256
"Watcher","Ten Percent Hp Bonus","None",10,176,27,49,1406
"Watcher","Ten Percent Hp Bonus","None",11,140,21,33,1121
"Watcher","Ten Percent Hp Bonus","None",12,119,9,25,929
"Watcher","Ten Percent Hp Bonus","None",13,127,14,40,937
"Watcher","Ten Percent Hp Bonus","None",14,120,17,25,849
"Watcher","Ten Percent Hp Bonus","None",15,110,15,38,886
"Watcher","Ten Percent Hp Bonus","None",16,100,11,43,792
"Watcher","Ten Percent Hp Bonus","None",17,68,9,27,736
"Watcher","Ten Percent Hp Bonus","None",18,80,14,51,985
"Watcher","Ten Percent Hp Bonus","None",19,69,6,44,1064
"Watcher","Ten Percent Hp Bonus","None",20,200,100,162,2966
"Watcher","Three Cards","None",1,559,73,257,4000
"Watcher","Three Cards","None",2,294,40,170,2190
"Watcher","Three Cards","None",3,186,27,97,1503
"Watcher","Three Cards","None",4,138,22,110,1205
"Watcher","Three Cards","None",5,126,15,58,835
"Watcher","Three Cards","None",6,85,15,53,656
"Watcher","Three Cards","None",7,85,16,47,569
"Watcher","Three Cards","None",8,58,12,38,420
"Watcher","Three Cards","None",9,57,10,43,416
"Watcher","Three Cards","None",10,52,9,44,464
"Watcher","Three Cards","None",11,40,9,36,370
"Watcher","Three Cards","None",12,37,4,32,330
"Watcher","Three Cards","None",13,41,5,33,343
"Watcher","Three Cards","None",14,29,2,35,302
"Watcher","Three Cards","None",15,39,7,32,308
"Watcher","Three Cards","None",16,26,6,21,242
"Watcher","Three Cards","None",17,21,3,43,269
"Watcher","Three Cards","None",18,17,1,47,295
"Watcher","Three Cards","None",19,20,3,46,280
"Watcher","Three Cards","None",20,54,24,113,849
"Watcher","Three Enemy Kill","None",1,5316,1188,2432,37733
"Watcher","Three Enemy Kill","None",2,2638,497,970,19858
"Watcher","Three Enemy Kill","None",3,2201,388,758,15593
"Watcher","Three Enemy Kill","None",4,1745,278,846,13480
"Watcher","Three Enemy Kill","None",5,1283,199,578,9436
"Watcher","Three Enemy Kill","None",6,1229,197,549,7971
"Watcher","Three Enemy Kill","None",7,1121,184,549,7493
"Watcher","Three Enemy Kill","None",8,1022,169,494,6621
"Watcher","Three Enemy Kill","None",9,960,166,485,6088
"Watcher","Three Enemy Kill","None",10,950,181,798,7714
"Watcher","Three Enemy Kill","None",11,827,126,608,6741
"Watcher","Three Enemy Kill","None",12,780,135,582,6126
"Watcher","Three Enemy Kill","None",13,649,116,446,5406
"Watcher","Three Enemy Kill","None",14,643,100,635,5587
"Watcher","Three Enemy Kill","None",15,719,144,624,6365
"Watcher","Three Enemy Kill","None",16,583,75,618,5510
"Watcher","Three Enemy Kill","None",17,599,91,833,6845
"Watcher","Three Enemy Kill","None",18,587,63,936,7521
"Watcher","Three Enemy Kill","None",19,558,54,1100,8217
"Watcher","Three Enemy Kill","None",20,2166,1057,4138,29217
"Watcher","Three Rare Cards","Curse",1,157,33,33,1077
"Watcher","Three Rare Cards","Curse",2,70,8,25,606
"Watcher","Three Rare Cards","Curse",3,59,11,19,431
"Watcher","Three Rare Cards","Curse",4,53,8,13,439
"Watcher","Three Rare Cards","Curse",5,44,6,11,334
"Watcher","Three Rare Cards","Curse",6,32,5,13,277
"Watcher","Three Rare Cards","Curse",7,30,9,14,228
"Watcher","Three Rare Cards","Curse",8,24,3,6,181
"Watcher","Three Rare Cards","Curse",9,36,5,6,189
"Watcher","Three Rare Cards","Curse",10,19,0,10,185
"Watcher","Three Rare Cards","Curse",11,20,3,14,186
"Watcher","Three Rare Cards","Curse",12,18,1,6,174
"Watcher","Three Rare Cards","Curse",13,17,0,8,154
"Watcher","Three Rare Cards","Curse",14,17,1,7,131
"Watcher","Three Rare Cards","Curse",15,20,1,13,150
"Watcher","Three Rare Cards","Curse",16,11,2,6,126
"Watcher","Three Rare Cards","Curse",17,15,2,9,134
"Watcher","Three Rare Cards","Curse",18,7,0,20,153
"Watcher","Three Rare Cards","Curse",19,4,0,10,157
"Watcher","Three Rare Cards","Curse",20,33,17,54,506
"Watcher","Three Rare Cards","No Gold",1,225,52,42,1310
"Watcher","Three Rare Cards","No Gold",2,130,31,25,811
"Watcher","Three Rare Cards","No Gold",3,100,22,21,664
"Watcher","Three Rare Cards","No Gold",4,85,18,14,557
"Watcher","Three Rare Cards","No Gold",5,65,11,7,410
"Watcher","Three Rare Cards","No Gold",6,74,12,6,359
"Watcher","Three Rare Cards","No Gold",7,65,5,5,324
"Watcher","Three Rare Cards","No Gold",8,60,6,8,277
"Watcher","Three Rare Cards","No Gold",9,49,9,7,275
"Watcher","Three Rare Cards","No Gold",10,46,6,8,292
"Watcher","Three Rare Cards","No Gold",11,41,3,6,225
"Watcher","Three Rare Cards","No Gold",12,28,6,7,235
"Watcher","Three Rare Cards","No Gold",13,26,4,8,228
"Watcher","Three Rare Cards","No Gold",14,37,4,9,212
"Watcher","Three Rare Cards","No Gold",15,33,3,10,232
"Watcher","Three Rare Cards","No Gold",16,32,8,6,199
"Watcher","Three Rare Cards","No Gold",17,34,7,10,201
"Watcher","Three Rare Cards","No Gold",18,17,0,16,223
"Watcher","Three Rare Cards","No Gold",19,13,3,16,206
"Watcher","Three Rare Cards","No Gold",20,81,39,40,839
"Watcher","Three Rare Cards","Percent Damage",1,211,59,28,1167
"Watcher","Three Rare Cards","Percent Damage",2,100,27,20,663
"Watcher","Three Rare Cards","Percent Damage",3,68,17,15,505
"Watcher","Three Rare Cards","Percent Damage",4,60,8,15,488
"Watcher","Three Rare Cards","Percent Damage",5,41,8,5,307
"Watcher","Three Rare Cards","Percent Damage",6,39,11,6,311
"Watcher","Three Rare Cards","Percent Damage",7,38,11,9,246
"Watcher","Three Rare Cards","Percent Damage",8,37,9,7,230
"Watcher","Three Rare Cards","Percent Damage",9,34,3,3,221
"Watcher","Three Rare Cards","Percent Damage",10,29,6,10,220
"Watcher","Three Rare Cards","Percent Damage",11,25,8,6,215
"Watcher","Three Rare Cards","Percent Damage",12,24,7,6,189
"Watcher","Three Rare Cards","Percent Damage",13,23,2,9,198
"Watcher","Three Rare Cards","Percent Damage",14,23,7,10,154
"Watcher","Three Rare Cards","Percent Damage",15,15,2,4,161
"Watcher","Three Rare Cards","Percent Damage",16,9,4,7,148
"Watcher","Three Rare Cards","Percent Damage",17,14,2,14,155
"Watcher","Three Rare Cards","Percent Damage",18,12,1,14,166
"Watcher","Three Rare Cards","Percent Damage",19,12,1,11,149
"Watcher","Three Rare Cards","Percent Damage",20,60,36,39,635
"Watcher","Three Rare Cards","Ten Percent Hp Loss",1,197,45,44,1096
"Watcher","Three Rare Cards","Ten Percent Hp Loss",2,93,16,22,669
"Watcher","Three Rare Cards","Ten Percent Hp Loss",3,81,15,19,494
"Watcher","Three Rare Cards","Ten Percent Hp Loss",4,59,9,14,449
"Watcher","Three Rare Cards","Ten Percent Hp Loss",5,59,10,16,383
"Watcher","Three Rare Cards","Ten Percent Hp Loss",6,47,10,10,270
"Watcher","Three Rare Cards","Ten Percent Hp Loss",7,51,16,10,262
"Watcher","Three Rare Cards","Ten Percent Hp Loss",8,35,6,5,188
"Watcher","Three Rare Cards","Ten Percent Hp Loss",9,51,14,7,226
"Watcher","Three Rare Cards","Ten Percent Hp Loss",10,31,4,9,207
"Watcher","Three Rare Cards","Ten Percent Hp Loss",11,26,8,8,174
"Watcher","Three Rare Cards","Ten Percent Hp Loss",12,34,8,7,193
"Watcher","Three Rare Cards","Ten Percent Hp Loss",13,25,6,8,164
"Watcher","Three Rare Cards","Ten Percent Hp Loss",14,24,7,1,172
"Watcher","Three Rare Cards","Ten Percent Hp Loss",15,31,8,11,217
"Watcher","Three Rare Cards","Ten Percent Hp Loss",16,19,1,8,154
"Watcher","Three Rare Cards","Ten Percent Hp Loss",17,28,5,13,178
"Watcher","Three Rare Cards","Ten Percent Hp Loss",18,22,1,14,202
"Watcher","Three Rare Cards","Ten Percent Hp Loss",19,17,1,6,171
"Watcher","Three Rare Cards","Ten Percent Hp Loss",20,77,37,48,718
"Watcher","Three Small Potions","None",1,327,56,54,2076
"Watcher","Three Small Potions","None",2,149,29,19,1050
"Watcher","Three Small Potions","None",3,117,18,15,716
"Watcher","Three Small Potions","None",4,80,9,14,680
"Watcher","Three Small Potions","None",5,75,10,13,465
"Watcher","Three Small Potions","None",6,77,11,15,362
"Watcher","Three Small Potions","None",7,43,5,5,303
"Watcher","Three Small Potions","None",8,57,7,6,266
"Watcher","Three Small Potions","None",9,47,10,3,240
"Watcher","Three Small Potions","None",10,35,4,17,256
"Watcher","Three Small Potions","None",11,16,2,5,81
"Watcher","Three Small Potions","None",12,13,2,2,88
"Watcher","Three Small Potions","None",13,9,1,11,121
"Watcher","Three Small Potions","None",14,5,0,5,68
"Watcher","Three Small Potions","None",15,14,0,2,87
"Watcher","Three Small Potions","None",16,4,0,12,69
"Watcher","Three Small Potions","None",17,7,1,6,59
"Watcher","Three Small Potions","None",18,8,1,9,74
"Watcher","Three Small Potions","None",19,9,1,7,80
"Watcher","Three Small Potions","None",20,25,9,34,279
"Watcher","Transform Card","None",1,478,82,145,2599
"Watcher","Transform Card","None",2,247,39,86,1528
"Watcher","Transform Card","None",3,161,25,51,1009
"Watcher","Transform Card","None",4,145,19,63,829
"Watcher","Transform Card","None",5,110,17,51,640
"Watcher","Transform Card","None",6,93,15,42,491
"Watcher","Transform Card","None",7,70,10,35,411
"Watcher","Transform Card","None",8,64,9,26,339
"Watcher","Transform Card","None",9,54,11,33,313
"Watcher","Transform Card","None",10,49,8,27,343
"Watcher","Transform Card","None",11,44,7,23,289
"Watcher","Transform Card","None",12,44,9,19,275
